stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_code,wheelchair_boarding
78058,rue Richelieu / boul. Primeau,  45.355590, -73.751828,,78058,0
78059,rue Richelieu / rue Cabot,  45.355388, -73.752705,,78059,0
78060,rue Cabot / carré Richelieu,  45.355355, -73.752738,,78060,0
78061,rue Cabot / rue la Salle,  45.354216, -73.752235,,78061,0
78062,rue la Salle / rue Cabot,  45.354115, -73.752193,,78062,0
78063,rue la Salle / rue Labelle,  45.353356, -73.755613,,78063,0
78064,rue Labelle / rue la Salle,  45.353248, -73.755558,,78064,0
78065,rue Labelle / boul. Sutterlin,  45.352233, -73.755615,,78065,0
78066,boul. Sutterlin / rue Labelle,  45.352201, -73.755631,,78066,0
78067,boul. Sutterlin / rue Adrien,  45.351191, -73.761065,,78067,0
78068,boul. Sutterlin / rue de Bienville,  45.351149, -73.761387,,78068,0
78069,avenue Bourdon / rue Louis-Jolliet,  45.353845, -73.763877,,78069,0
78070,avenue Bourdon / rue Louis-Jolliet,  45.353743, -73.763782,,78070,0
78071,boul. Maple / rue de Gaspé ouest,  45.361027, -73.732441,,78071,0
78072,boul. Maple / Midway,  45.361241, -73.732760,,78072,0
78073,rue McLeod / rue Fairmount ouest,  45.364102, -73.727418,,78073,0
78074,rue McLeod / rue Fairmount ouest,  45.364053, -73.727427,,78074,0
78075,rue Parkview / boul. St-Joseph,  45.350441, -73.732012,,78075,0
78076,rue Parkview / boul. St-Joseph,  45.350416, -73.731999,,78076,0
78077,rue McLeod / rue St-Charles,  45.363868, -73.725296,,78077,0
78078,rue McLeod / rue St-Charles,  45.363857, -73.725324,,78078,0
78079,rue McLeod / rue Bell,  45.363657, -73.722655,,78079,0
78080,rue McLeod / rue Bell,  45.363548, -73.722748,,78080,0
78081,rue Craik / rue Chaput,  45.364150, -73.720835,,78081,0
78082,rue Craik / rue Chaput,  45.364169, -73.720837,,78082,0
78083,rue Craik / rue Drouin,  45.366419, -73.718425,,78083,0
78084,rue Craik / rue Drouin,  45.366442, -73.718425,,78084,0
78085,rue Craik / boul. St-Francis,  45.368982, -73.716621,,78085,0
78086,boul. St-Francis / rue Craik,  45.369074, -73.716721,,78086,0
78087,boul. St-Jean-Baptiste / rue St-Julien,  45.354992, -73.718103,,78087,0
78088,boul. St-Jean-Baptiste / rue d'Orléans,  45.353124, -73.719264,,78088,0
78089,boul. St-Francis / rue Woodbine,  45.369108, -73.716035,,78089,0
78090,boul. St-Francis / rue Elmridge,  45.369872, -73.726169,,78090,0
78091,boul. St-Francis / rue Lafayette,  45.369691, -73.721333,,78091,0
78092,boul. St-Francis / rue Lafayette,  45.369589, -73.721370,,78092,0
78093,boul. St-Francis / rue Jeffries,  45.368548, -73.740856,,78093,0
78094,boul. St-Francis / rue Jeffries,  45.368523, -73.740916,,78094,0
78095,boul. St-Francis / rue Edward,  45.369068, -73.745477,,78095,0
78096,boul. St-Francis / rue Edward sud,  45.369051, -73.745512,,78096,0
78097,boul. St-Francis / rue Isabelle,  45.368892, -73.747984,,78097,0
78098,boul. St-Francis / rue Isabelle,  45.368879, -73.748021,,78098,0
78099,rue Parkview / rue Hillsdale ouest,  45.349488, -73.723465,,78099,0
78100,rue Parkview / rue Laurier (nord),  45.350054, -73.728515,,78100,0
78101,rue Parkview / place King,  45.350024, -73.728591,,78101,0
78103,rue de Champlain / boul. St-Joseph,  45.347299, -73.732750,,78103,0
78105,rue de Champlain / rue Damas,  45.347751, -73.736735,,78105,0
78107,rue de Champlain / rue Paul-Hallé,  45.348120, -73.739365,,78107,0
78109,rue Dubé / boul. Salaberry sud,  45.350421, -73.744398,,78109,0
