shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
20048,45.409435,-74.023176,150002,3.539
20048,45.409780,-74.024009,150003,3.614
20048,45.410127,-74.024757,150004,3.684
20048,45.410127,-74.024757,160001,3.684
20048,45.410166,-74.024842,160002,3.692
20048,45.408227,-74.026524,160003,3.945
20048,45.408227,-74.026524,170001,3.945
20048,45.408156,-74.026585,170002,3.954
20048,45.408539,-74.027457,170003,4.035
20048,45.408904,-74.028303,170004,4.112
20048,45.409221,-74.029017,170005,4.178
20048,45.409221,-74.029017,180001,4.178
20048,45.409261,-74.029109,180002,4.187
20048,45.409695,-74.030122,180003,4.280
20048,45.409763,-74.030206,180004,4.290
20048,45.409840,-74.030207,180005,4.298
20048,45.409907,-74.030165,180006,4.306
20048,45.411361,-74.028548,180007,4.512
20048,45.411361,-74.028548,190001,4.512
20048,45.411405,-74.028498,190002,4.518
20048,45.411983,-74.027903,190003,4.597
20048,45.412553,-74.027372,190004,4.673
20048,45.412689,-74.027182,190005,4.694
20048,45.412743,-74.027029,190006,4.708
20048,45.412881,-74.026532,190007,4.750
20048,45.413075,-74.025813,190008,4.810
20048,45.413075,-74.025813,200001,4.810
20048,45.413119,-74.025653,200002,4.823
20048,45.413348,-74.024901,200003,4.887
20048,45.413348,-74.024812,200004,4.894
20048,45.413321,-74.024747,200005,4.900
20048,45.413285,-74.024696,200006,4.906
20048,45.413222,-74.024669,200007,4.913
20048,45.412935,-74.024501,200008,4.948
20048,45.412845,-74.024424,200009,4.960
20048,45.412783,-74.024347,200010,4.969
20048,45.412720,-74.024256,200011,4.979
20048,45.412667,-74.024141,200012,4.989
20048,45.412595,-74.023975,200013,5.005
20048,45.412406,-74.023531,200014,5.045
20048,45.412406,-74.023531,210001,5.045
20048,45.412229,-74.023115,210002,5.083
20048,45.411861,-74.022231,210003,5.164
20048,45.412380,-74.021810,210004,5.230
20048,45.412380,-74.021810,220001,5.230
20048,45.412429,-74.021771,220002,5.237
20048,45.412387,-74.021657,220003,5.247
20048,45.412255,-74.021350,220004,5.275
20048,45.412104,-74.021066,220005,5.303
20048,45.411933,-74.020840,220006,5.329
20048,45.411867,-74.020778,220007,5.337
20048,45.411856,-74.020699,220008,5.344
20048,45.411873,-74.020623,220009,5.350
20048,45.411944,-74.020531,220010,5.361
20048,45.412001,-74.020472,220011,5.369
20048,45.412001,-74.020472,230001,5.369
20048,45.412441,-74.020009,230002,5.429
20048,45.413371,-74.019202,230003,5.551
20048,45.413499,-74.019092,230004,5.567
20048,45.413987,-74.018662,230005,5.631
20048,45.414057,-74.018628,230006,5.639
20048,45.414295,-74.018675,230007,5.666
20048,45.414295,-74.018675,240001,5.666
20048,45.414319,-74.018679,240002,5.669
20048,45.414513,-74.017329,240003,5.777
20048,45.414551,-74.017243,240004,5.785
20048,45.414898,-74.016964,240005,5.829
20048,45.414964,-74.016947,240006,5.836
20048,45.415090,-74.016983,240007,5.851
20048,45.415090,-74.016983,250001,5.851
20048,45.416004,-74.017248,250002,5.954
20048,45.415168,-74.022948,250003,6.410
20048,45.414908,-74.024498,250004,6.535
20048,45.414514,-74.026141,250005,6.671
20048,45.414075,-74.027463,250006,6.785
20048,45.413622,-74.028631,250007,6.890
20048,45.412311,-74.031493,250008,7.157
20048,45.412194,-74.031709,250009,7.179
20048,45.412071,-74.031857,250010,7.197
20048,45.411963,-74.031935,250011,7.210
20048,45.411738,-74.032040,250012,7.236
20048,45.411249,-74.032271,250013,7.294
20048,45.411179,-74.032313,250014,7.302
20048,45.411124,-74.032361,250015,7.309
20048,45.411063,-74.032409,250016,7.317
20048,45.411063,-74.032491,250017,7.324
20048,45.411053,-74.032542,250018,7.328
20048,45.411032,-74.032597,250019,7.333
20048,45.410993,-74.032653,250020,7.339
20048,45.410931,-74.032694,250021,7.346
20048,45.410871,-74.032701,250022,7.353
20048,45.410847,-74.032697,250023,7.356
20048,45.410824,-74.032688,250024,7.359
20048,45.410770,-74.032642,250025,7.365
20048,45.410748,-74.032609,250026,7.369
20048,45.410716,-74.032524,250027,7.377
20048,45.410708,-74.032467,250028,7.381
20048,45.410711,-74.032397,250029,7.387
20048,45.410726,-74.032333,250030,7.392
20048,45.410772,-74.032256,250031,7.400
20048,45.410837,-74.032207,250032,7.408
20048,45.410895,-74.032197,250033,7.415
20048,45.410921,-74.032200,250034,7.417
20048,45.410934,-74.032200,250035,7.419
20048,45.410995,-74.032213,250036,7.426
20048,45.411112,-74.032207,250037,7.439
20048,45.411738,-74.032040,250038,7.510
20048,45.411963,-74.031935,250039,7.536
20048,45.412071,-74.031857,250040,7.549
20048,45.412194,-74.031709,250041,7.567
20048,45.412311,-74.031493,250042,7.589
20048,45.412589,-74.030886,250043,7.646
20048,45.412589,-74.030886,260001,7.646
20048,45.413622,-74.028631,260002,7.856
20048,45.414075,-74.027463,260003,7.961
20048,45.414514,-74.026141,260004,8.075
20048,45.414729,-74.025243,260005,8.149
20048,45.414729,-74.025243,270001,8.149
20048,45.414908,-74.024498,270002,8.211
20048,45.415168,-74.022948,270003,8.336
20048,45.414707,-74.022800,270004,8.388
20048,45.414707,-74.022800,280001,8.388
20048,45.413755,-74.022495,280002,8.497
20048,45.413511,-74.022458,280003,8.524
20048,45.413268,-74.022490,280004,8.551
20048,45.413077,-74.022551,280005,8.573
20048,45.412755,-74.022705,280006,8.611
20048,45.412229,-74.023115,280007,8.678
20048,45.410166,-74.024842,280008,8.944
20048,45.408156,-74.026585,280009,9.206
20048,45.408054,-74.026680,280010,9.219
20048,45.407077,-74.027528,280011,9.347
20048,45.406462,-74.028083,280012,9.428
20048,45.405799,-74.028658,280013,9.514
20048,45.405799,-74.028658,290001,9.514
20048,45.405789,-74.028666,290002,9.515
20048,45.405740,-74.028708,290003,9.521
20048,45.405862,-74.029013,290004,9.549
20048,45.406034,-74.029212,290005,9.574
20048,45.406124,-74.029366,290006,9.589
20048,45.406313,-74.029846,290007,9.632
20048,45.406511,-74.030297,290008,9.674
20048,45.406585,-74.030386,290009,9.685
20048,45.406669,-74.030460,290010,9.696
20048,45.407049,-74.030727,290011,9.743
20048,45.407106,-74.030812,290012,9.752
20048,45.406952,-74.031175,290013,9.785
20048,45.406776,-74.031546,290014,9.820
20048,45.406537,-74.032000,290015,9.865
20048,45.406312,-74.032504,290016,9.912
20048,45.406312,-74.032504,300001,9.912
20048,45.406013,-74.033177,300002,9.974
20048,45.405517,-74.034175,300003,10.069
20048,45.405143,-74.034980,300004,10.145
20048,45.405143,-74.034980,310001,10.145
20048,45.405057,-74.035164,310002,10.162
20048,45.404677,-74.035941,310003,10.236
20048,45.404609,-74.036077,310004,10.249
20048,45.404453,-74.036410,310005,10.281
20048,45.404356,-74.036595,310006,10.299
20048,45.404275,-74.036773,310007,10.315
20048,45.404228,-74.037020,310008,10.335
20048,45.404223,-74.037266,310009,10.355
20048,45.404232,-74.037519,310010,10.374
20048,45.404244,-74.037673,310011,10.387
20048,45.404257,-74.037802,310012,10.397
20048,45.404312,-74.037793,310013,10.403
20048,45.404809,-74.037654,310014,10.459
20048,45.404879,-74.037634,310015,10.467
20048,45.404904,-74.037816,310016,10.482
20048,45.404969,-74.038205,310017,10.513
20048,45.405029,-74.038551,310018,10.541
20048,45.405059,-74.038732,310019,10.556
20048,45.405105,-74.038975,310020,10.575
20048,45.405105,-74.038975,320001,10.575
20048,45.405169,-74.039317,320002,10.603
20048,45.405305,-74.040037,320003,10.662
20048,45.405335,-74.040570,320004,10.703
20048,45.405342,-74.040719,320005,10.715
20048,45.405389,-74.042453,320006,10.851
20048,45.405389,-74.042453,330001,10.851
20048,45.405371,-74.042694,330002,10.870
20048,45.405342,-74.042927,330003,10.889
20048,45.405275,-74.043224,330004,10.913
20048,45.405192,-74.043481,330005,10.935
20048,45.405068,-74.043736,330006,10.959
20048,45.403994,-74.045941,330007,11.169
20048,45.403725,-74.046506,330008,11.223
20048,45.403725,-74.046506,340001,11.223
20048,45.403679,-74.046604,340002,11.232
20048,45.403401,-74.047188,340003,11.287
20048,45.402672,-74.048691,340004,11.430
20048,45.402672,-74.048691,350001,11.430
20048,45.402641,-74.048755,350002,11.436
20048,45.402425,-74.049205,350003,11.479
20048,45.401937,-74.050222,350004,11.575
20048,45.401522,-74.051058,350005,11.655
20048,45.401387,-74.051271,350006,11.678
20048,45.401252,-74.051447,350007,11.698
20048,45.401076,-74.051617,350008,11.722
20048,45.400438,-74.052184,350009,11.806
20048,45.400373,-74.052046,350010,11.819
20048,45.400219,-74.051719,350011,11.850
20048,45.400035,-74.051328,350012,11.886
20050,45.400035,-74.051328,10001,0.000
20050,45.399878,-74.050993,10002,0.032
20050,45.399330,-74.049828,10003,0.141
20050,45.399290,-74.049723,10004,0.151
20050,45.399286,-74.049659,10005,0.156
20050,45.399295,-74.049583,10006,0.162
20050,45.400356,-74.047334,10007,0.374
20050,45.400356,-74.047334,20001,0.374
20050,45.400408,-74.047224,20002,0.384
20050,45.400502,-74.047033,20003,0.402
20050,45.400825,-74.046355,20004,0.466
20050,45.401096,-74.045851,20005,0.516
20050,45.401304,-74.045343,20006,0.562
20050,45.401424,-74.045019,20007,0.591
20050,45.401516,-74.044719,20008,0.616
20050,45.401617,-74.044407,20009,0.643
20050,45.401699,-74.044145,20010,0.666
20050,45.401771,-74.043894,20011,0.687
20050,45.401843,-74.043657,20012,0.707
20050,45.401916,-74.043394,20013,0.729
20050,45.402023,-74.043184,20014,0.749
20050,45.402248,-74.042690,20015,0.795
20050,45.402521,-74.042135,20016,0.849
20050,45.402891,-74.041414,20017,0.918
20050,45.402891,-74.041414,30001,0.918
20050,45.402938,-74.041322,30002,0.927
20050,45.403067,-74.040999,30003,0.956
20050,45.403147,-74.040788,30004,0.975
20050,45.403191,-74.040574,30005,0.993
20050,45.403263,-74.040336,30006,1.013
20050,45.403299,-74.040096,30007,1.032
20050,45.403334,-74.039638,30008,1.068
20050,45.403353,-74.039116,30009,1.109
20050,45.403408,-74.038114,30010,1.188
20050,45.403408,-74.038114,40001,1.188
20050,45.403408,-74.038110,40002,1.188
20050,45.403413,-74.037982,40003,1.198
20050,45.403226,-74.037930,40004,1.219
20050,45.402888,-74.037815,40005,1.258
20050,45.402631,-74.037694,40006,1.288
20050,45.402289,-74.037438,40007,1.331
20050,45.401896,-74.037102,40008,1.382
20050,45.401818,-74.037027,40009,1.393
20050,45.401818,-74.037027,50001,1.393
20050,45.401766,-74.036977,50002,1.400
20050,45.401600,-74.036825,50003,1.422
20050,45.400616,-74.035933,50004,1.552
20050,45.400581,-74.035905,50005,1.556
20050,45.400650,-74.035744,50006,1.571
20050,45.400727,-74.035596,50007,1.585
20050,45.400903,-74.035213,50008,1.621
20050,45.401031,-74.034916,50009,1.648
20050,45.401071,-74.034829,50010,1.656
20050,45.401093,-74.034716,50011,1.666
20050,45.401117,-74.034430,50012,1.688
20050,45.401117,-74.034430,60001,1.688
20050,45.401125,-74.034335,60002,1.696
20050,45.401520,-74.034364,60003,1.740
20050,45.401683,-74.034338,60004,1.758
20050,45.401848,-74.034260,60005,1.777
20050,45.401913,-74.034227,60006,1.785
20050,45.402163,-74.034015,60007,1.817
20050,45.402182,-74.034004,60008,1.819
20050,45.402312,-74.033886,60009,1.837
20050,45.402483,-74.033643,60010,1.863
20050,45.402598,-74.033452,60011,1.883
20050,45.402598,-74.033452,70001,1.883
20050,45.402637,-74.033386,70002,1.890
20050,45.402810,-74.033092,70003,1.920
20050,45.402848,-74.033031,70004,1.926
20050,45.403365,-74.032200,70005,2.013
20050,45.403395,-74.032138,70006,2.019
20050,45.403400,-74.032130,70007,2.020
20050,45.403400,-74.032130,80001,2.020
20050,45.403940,-74.031271,80002,2.110
20050,45.403950,-74.031233,80003,2.113
20050,45.404164,-74.030882,80004,2.149
20050,45.404164,-74.030882,90001,2.149
20050,45.404516,-74.030304,90002,2.209
20050,45.404900,-74.029655,90003,2.276
20050,45.405109,-74.029350,90004,2.309
20050,45.405281,-74.029107,90005,2.336
20050,45.405411,-74.028977,90006,2.354
20050,45.405533,-74.028885,90007,2.369
20050,45.405533,-74.028885,100001,2.369
20050,45.405550,-74.028872,100002,2.371
20050,45.405680,-74.028760,100003,2.388
20050,45.405740,-74.028708,100004,2.396
20050,45.405789,-74.028666,100005,2.402
20050,45.406403,-74.028135,100006,2.482
20050,45.406403,-74.028135,110001,2.482
20050,45.406462,-74.028083,110002,2.490
20050,45.406115,-74.027226,110003,2.567
20050,45.406107,-74.027200,110004,2.569
20050,45.405395,-74.025530,110005,2.722
20050,45.405395,-74.025530,120001,2.722
20050,45.405369,-74.025468,120002,2.728
20050,45.405005,-74.024612,120003,2.806
20050,45.404640,-74.023765,120004,2.884
20050,45.404640,-74.023765,130001,2.884
20050,45.404623,-74.023727,130002,2.887
20050,45.405460,-74.023009,130003,2.996
20050,45.406232,-74.022362,130004,3.096
20050,45.406232,-74.022362,140001,3.096
20050,45.406259,-74.022340,140002,3.099
20050,45.406984,-74.021741,140003,3.192
20050,45.407326,-74.021486,140004,3.236
20050,45.407431,-74.021410,140005,3.248
20050,45.407583,-74.021351,140006,3.266
20050,45.407720,-74.021323,140007,3.281
20050,45.407829,-74.021326,140008,3.294
20050,45.407963,-74.021328,140009,3.308
20050,45.408168,-74.021382,140010,3.332
20050,45.408346,-74.021446,140011,3.352
20050,45.408531,-74.021537,140012,3.374
20050,45.408636,-74.021621,140013,3.387
20050,45.408731,-74.021730,140014,3.401
20050,45.408876,-74.021971,140015,3.426
20050,45.409011,-74.022211,140016,3.450
20050,45.409056,-74.022313,140017,3.459
20050,45.409056,-74.022313,150001,3.459
20050,45.409435,-74.023176,150002,3.539
20050,45.409780,-74.024009,150003,3.614
20050,45.410127,-74.024757,150004,3.684
20050,45.410127,-74.024757,160001,3.684
20050,45.410166,-74.024842,160002,3.692
20050,45.408227,-74.026524,160003,3.945
20050,45.408227,-74.026524,170001,3.945
20050,45.408156,-74.026585,170002,3.954
20050,45.408539,-74.027457,170003,4.035
20050,45.408904,-74.028303,170004,4.112
20050,45.409221,-74.029017,170005,4.178
20050,45.409221,-74.029017,180001,4.178
20050,45.409261,-74.029109,180002,4.187
20050,45.409695,-74.030122,180003,4.280
20050,45.409763,-74.030206,180004,4.290
20050,45.409840,-74.030207,180005,4.298
20050,45.409907,-74.030165,180006,4.306
20050,45.411361,-74.028548,180007,4.512
20050,45.411361,-74.028548,190001,4.512
20050,45.411405,-74.028498,190002,4.518
20050,45.411983,-74.027903,190003,4.597
20050,45.412553,-74.027372,190004,4.673
20050,45.412689,-74.027182,190005,4.694
20050,45.412743,-74.027029,190006,4.708
20050,45.412881,-74.026532,190007,4.750
20050,45.413075,-74.025813,190008,4.810
20050,45.413075,-74.025813,200001,4.810
20050,45.413119,-74.025653,200002,4.823
20050,45.413348,-74.024901,200003,4.887
20050,45.413348,-74.024812,200004,4.894
20050,45.413321,-74.024747,200005,4.900
20050,45.413285,-74.024696,200006,4.906
20050,45.413222,-74.024669,200007,4.913
20050,45.412935,-74.024501,200008,4.948
20050,45.412845,-74.024424,200009,4.960
20050,45.412783,-74.024347,200010,4.969
20050,45.412720,-74.024256,200011,4.979
20050,45.412667,-74.024141,200012,4.989
20050,45.412595,-74.023975,200013,5.005
20050,45.412406,-74.023531,200014,5.045
20050,45.412406,-74.023531,210001,5.045
20050,45.412229,-74.023115,210002,5.083
20050,45.411861,-74.022231,210003,5.164
20050,45.412380,-74.021810,210004,5.230
20050,45.412380,-74.021810,220001,5.230
20050,45.412429,-74.021771,220002,5.237
20050,45.412387,-74.021657,220003,5.247
20050,45.412255,-74.021350,220004,5.275
20050,45.412104,-74.021066,220005,5.303
20050,45.411933,-74.020840,220006,5.329
20050,45.411867,-74.020778,220007,5.337
20050,45.411856,-74.020699,220008,5.344
20050,45.411873,-74.020623,220009,5.350
20050,45.411944,-74.020531,220010,5.361
20050,45.412001,-74.020472,220011,5.369
20050,45.412001,-74.020472,230001,5.369
20050,45.412441,-74.020009,230002,5.429
20050,45.413371,-74.019202,230003,5.551
20050,45.413499,-74.019092,230004,5.567
20050,45.413987,-74.018662,230005,5.631
20050,45.414057,-74.018628,230006,5.639
20050,45.414295,-74.018675,230007,5.666
20050,45.414295,-74.018675,240001,5.666
20050,45.414319,-74.018679,240002,5.669
20050,45.414513,-74.017329,240003,5.777
20050,45.414551,-74.017243,240004,5.785
20050,45.414898,-74.016964,240005,5.829
20050,45.414964,-74.016947,240006,5.836
20050,45.415090,-74.016983,240007,5.851
20050,45.415090,-74.016983,250001,5.851
20050,45.416004,-74.017248,250002,5.954
20050,45.415168,-74.022948,250003,6.410
20050,45.414707,-74.022800,250004,6.463
20050,45.414707,-74.022800,260001,6.463
20050,45.413755,-74.022495,260002,6.572
20050,45.413511,-74.022458,260003,6.599
20050,45.413268,-74.022490,260004,6.626
20050,45.413077,-74.022551,260005,6.648
20050,45.412755,-74.022705,260006,6.685
20050,45.412229,-74.023115,260007,6.752
20050,45.410166,-74.024842,260008,7.018
20050,45.408156,-74.026585,260009,7.280
20050,45.408054,-74.026680,260010,7.294
20050,45.407077,-74.027528,260011,7.421
20050,45.406462,-74.028083,260012,7.502
20050,45.405799,-74.028658,260013,7.588
20050,45.405799,-74.028658,270001,7.588
20050,45.405789,-74.028666,270002,7.590
20050,45.405740,-74.028708,270003,7.596
20050,45.405862,-74.029013,270004,7.623
20050,45.406034,-74.029212,270005,7.648
20050,45.406124,-74.029366,270006,7.664
20050,45.406313,-74.029846,270007,7.707
20050,45.406511,-74.030297,270008,7.748
20050,45.406585,-74.030386,270009,7.759
20050,45.406669,-74.030460,270010,7.770
20050,45.407049,-74.030727,270011,7.817
20050,45.407106,-74.030812,270012,7.827
20050,45.406952,-74.031175,270013,7.860
20050,45.406776,-74.031546,270014,7.895
20050,45.406537,-74.032000,270015,7.939
20050,45.406312,-74.032504,270016,7.986
20050,45.406312,-74.032504,280001,7.986
20050,45.406013,-74.033177,280002,8.048
20050,45.405517,-74.034175,280003,8.144
20050,45.405143,-74.034980,280004,8.220
20050,45.405143,-74.034980,290001,8.220
20050,45.405057,-74.035164,290002,8.237
20050,45.404677,-74.035941,290003,8.311
20050,45.404609,-74.036077,290004,8.324
20050,45.404453,-74.036410,290005,8.355
20050,45.404356,-74.036595,290006,8.373
20050,45.404275,-74.036773,290007,8.390
20050,45.404228,-74.037020,290008,8.410
20050,45.404223,-74.037266,290009,8.429
20050,45.404232,-74.037519,290010,8.449
20050,45.404244,-74.037673,290011,8.461
20050,45.404257,-74.037802,290012,8.471
20050,45.404312,-74.037793,290013,8.477
20050,45.404809,-74.037654,290014,8.534
20050,45.404879,-74.037634,290015,8.542
20050,45.404904,-74.037816,290016,8.556
20050,45.404969,-74.038205,290017,8.588
20050,45.405029,-74.038551,290018,8.616
20050,45.405059,-74.038732,290019,8.630
20050,45.405105,-74.038975,290020,8.650
20050,45.405105,-74.038975,300001,8.650
20050,45.405169,-74.039317,300002,8.678
20050,45.405305,-74.040037,300003,8.736
20050,45.405335,-74.040570,300004,8.778
20050,45.405342,-74.040719,300005,8.790
20050,45.405389,-74.042453,300006,8.926
20050,45.405389,-74.042453,310001,8.926
20050,45.405371,-74.042694,310002,8.945
20050,45.405342,-74.042927,310003,8.963
20050,45.405275,-74.043224,310004,8.988
20050,45.405192,-74.043481,310005,9.010
20050,45.405068,-74.043736,310006,9.034
20050,45.403994,-74.045941,310007,9.244
20050,45.403725,-74.046506,310008,9.297
20050,45.403725,-74.046506,320001,9.297
20050,45.403679,-74.046604,320002,9.307
20050,45.403401,-74.047188,320003,9.362
20050,45.402672,-74.048691,320004,9.505
20050,45.402672,-74.048691,330001,9.505
20050,45.402641,-74.048755,330002,9.511
20050,45.402425,-74.049205,330003,9.553
20050,45.401937,-74.050222,330004,9.650
20050,45.401522,-74.051058,330005,9.730
20050,45.401387,-74.051271,330006,9.752
20050,45.401252,-74.051447,330007,9.773
20050,45.401076,-74.051617,330008,9.797
20050,45.400438,-74.052184,330009,9.880
20050,45.400373,-74.052046,330010,9.893
20050,45.400219,-74.051719,330011,9.924
20050,45.400035,-74.051328,330012,9.961
20067,45.400035,-74.051328,10001,0.000
20067,45.399878,-74.050993,10002,0.032
20067,45.399740,-74.051227,10003,0.056
20067,45.399821,-74.051599,10004,0.086
20067,45.400085,-74.051839,10005,0.121
20067,45.400219,-74.051719,10006,0.139
20067,45.400373,-74.052046,10007,0.169
20067,45.401135,-74.051387,10008,0.269
20067,45.401260,-74.051232,10009,0.287
20067,45.401362,-74.051095,10010,0.303
20067,45.401461,-74.050918,10011,0.320
20067,45.401583,-74.050681,10012,0.343
20067,45.401918,-74.049977,10013,0.410
20067,45.402112,-74.049576,10014,0.448
20067,45.402112,-74.049576,20001,0.448
20067,45.402335,-74.049116,20002,0.492
20067,45.403533,-74.046636,20003,0.727
20067,45.403533,-74.046636,30001,0.727
20067,45.403586,-74.046529,30002,0.737
20067,45.404435,-74.044786,30003,0.903
20067,45.404857,-74.043926,30004,0.985
20067,45.404980,-74.043654,30005,1.011
20067,45.405107,-74.043384,30006,1.036
20067,45.405176,-74.043157,30007,1.056
20067,45.405245,-74.042882,30008,1.078
20067,45.405286,-74.042571,30009,1.103
20067,45.405297,-74.042347,30010,1.121
20067,45.405297,-74.042347,40001,1.121
20067,45.405303,-74.042231,40002,1.130
20067,45.405298,-74.041841,40003,1.160
20067,45.405273,-74.041306,40004,1.202
20067,45.405254,-74.040715,40005,1.249
20067,45.405244,-74.040384,40006,1.275
20067,45.405235,-74.040229,40007,1.287
20067,45.405214,-74.040043,40008,1.302
20067,45.405177,-74.039831,40009,1.319
20067,45.405082,-74.039342,40010,1.358
20067,45.405055,-74.039176,40011,1.372
20067,45.405055,-74.039176,50001,1.372
20067,45.404835,-74.037840,50002,1.479
20067,45.404641,-74.037907,50003,1.501
20067,45.404250,-74.037993,50004,1.545
20067,45.404257,-74.037802,50005,1.560
20067,45.404244,-74.037673,50006,1.570
20067,45.404232,-74.037519,50007,1.583
20067,45.404223,-74.037266,50008,1.602
20067,45.404228,-74.037020,50009,1.622
20067,45.404275,-74.036773,50010,1.642
20067,45.404356,-74.036595,50011,1.658
20067,45.404453,-74.036410,50012,1.676
20067,45.404609,-74.036077,50013,1.708
20067,45.404677,-74.035941,50014,1.721
20067,45.405057,-74.035164,50015,1.795
20067,45.405145,-74.034976,50016,1.812
20067,45.405145,-74.034976,60001,1.812
20067,45.405517,-74.034175,60002,1.887
20067,45.406013,-74.033177,60003,1.983
20067,45.406288,-74.032559,60004,2.040
20067,45.406288,-74.032559,70001,2.040
20067,45.406537,-74.032000,70002,2.092
20067,45.406776,-74.031546,70003,2.137
20067,45.406952,-74.031175,70004,2.172
20067,45.407106,-74.030812,70005,2.205
20067,45.407049,-74.030727,70006,2.214
20067,45.406669,-74.030460,70007,2.261
20067,45.406585,-74.030386,70008,2.272
20067,45.406511,-74.030297,70009,2.283
20067,45.406313,-74.029846,70010,2.325
20067,45.406124,-74.029366,70011,2.368
20067,45.406034,-74.029212,70012,2.383
20067,45.405862,-74.029013,70013,2.408
20067,45.405779,-74.028804,70014,2.427
20067,45.405779,-74.028804,80001,2.427
20067,45.405740,-74.028708,80002,2.436
20067,45.405789,-74.028666,80003,2.442
20067,45.406462,-74.028083,80004,2.530
20067,45.407077,-74.027528,80005,2.611
20067,45.408054,-74.026680,80006,2.738
20067,45.408156,-74.026585,80007,2.751
20067,45.410166,-74.024842,80008,3.013
20067,45.412229,-74.023115,80009,3.280
20067,45.411861,-74.022231,80010,3.360
20067,45.412380,-74.021810,80011,3.426
20067,45.412380,-74.021810,90001,3.426
20067,45.412429,-74.021771,90002,3.433
20067,45.412387,-74.021657,90003,3.443
20067,45.412255,-74.021350,90004,3.471
20067,45.412104,-74.021066,90005,3.499
20067,45.411933,-74.020840,90006,3.525
20067,45.411867,-74.020778,90007,3.533
20067,45.411856,-74.020699,90008,3.540
20067,45.411873,-74.020623,90009,3.546
20067,45.411944,-74.020531,90010,3.557
20067,45.412001,-74.020472,90011,3.564
20067,45.412001,-74.020472,100001,3.564
20067,45.412441,-74.020009,100002,3.625
20067,45.413371,-74.019202,100003,3.747
20067,45.413499,-74.019092,100004,3.763
20067,45.413987,-74.018662,100005,3.827
20067,45.414057,-74.018628,100006,3.835
20067,45.414295,-74.018675,100007,3.862
20067,45.414295,-74.018675,110001,3.862
20067,45.414319,-74.018679,110002,3.865
20067,45.414513,-74.017329,110003,3.973
20067,45.414551,-74.017243,110004,3.981
20067,45.414898,-74.016964,110005,4.025
20067,45.414964,-74.016947,110006,4.032
20067,45.415090,-74.016983,110007,4.047
20067,45.415090,-74.016983,120001,4.047
20067,45.416004,-74.017248,120002,4.150
20067,45.415168,-74.022948,120003,4.606
20067,45.414908,-74.024498,120004,4.731
20067,45.414514,-74.026141,120005,4.867
20067,45.414075,-74.027463,120006,4.981
20067,45.413622,-74.028631,120007,5.086
20067,45.412311,-74.031493,120008,5.353
20067,45.412194,-74.031709,120009,5.375
20067,45.412071,-74.031857,120010,5.393
20067,45.411963,-74.031935,120011,5.406
20067,45.411738,-74.032040,120012,5.432
20067,45.411249,-74.032271,120013,5.490
20067,45.411179,-74.032313,120014,5.498
20067,45.411124,-74.032361,120015,5.505
20067,45.411063,-74.032409,120016,5.513
20067,45.411063,-74.032491,120017,5.519
20067,45.411053,-74.032542,120018,5.524
20067,45.411032,-74.032597,120019,5.529
20067,45.410993,-74.032653,120020,5.535
20067,45.410931,-74.032694,120021,5.542
20067,45.410871,-74.032701,120022,5.549
20067,45.410847,-74.032697,120023,5.552
20067,45.410824,-74.032688,120024,5.554
20067,45.410770,-74.032642,120025,5.561
20067,45.410748,-74.032609,120026,5.565
20067,45.410716,-74.032524,120027,5.573
20067,45.410708,-74.032467,120028,5.577
20067,45.410711,-74.032397,120029,5.583
20067,45.410726,-74.032333,120030,5.588
20067,45.410772,-74.032256,120031,5.596
20067,45.410837,-74.032207,120032,5.604
20067,45.410895,-74.032197,120033,5.611
20067,45.410921,-74.032200,120034,5.613
20067,45.410934,-74.032200,120035,5.615
20067,45.410995,-74.032213,120036,5.622
20067,45.411112,-74.032207,120037,5.635
20067,45.411738,-74.032040,120038,5.706
20067,45.411963,-74.031935,120039,5.732
20067,45.412071,-74.031857,120040,5.745
20067,45.412194,-74.031709,120041,5.763
20067,45.412311,-74.031493,120042,5.785
20067,45.412589,-74.030886,120043,5.841
20067,45.412589,-74.030886,130001,5.841
20067,45.413622,-74.028631,130002,6.052
20067,45.414075,-74.027463,130003,6.157
20067,45.414514,-74.026141,130004,6.271
20067,45.414729,-74.025243,130005,6.345
20067,45.414729,-74.025243,140001,6.345
20067,45.414908,-74.024498,140002,6.407
20067,45.415168,-74.022948,140003,6.532
20067,45.414707,-74.022800,140004,6.584
20067,45.414707,-74.022800,150001,6.584
20067,45.413755,-74.022495,150002,6.693
20067,45.413511,-74.022458,150003,6.720
20067,45.413268,-74.022490,150004,6.747
20067,45.413077,-74.022551,150005,6.769
20067,45.412755,-74.022705,150006,6.807
20067,45.412279,-74.023076,150007,6.867
20067,45.412279,-74.023076,160001,6.867
20067,45.412229,-74.023115,160002,6.873
20067,45.412561,-74.023895,160003,6.945
20067,45.412561,-74.023895,170001,6.945
20067,45.412595,-74.023975,170002,6.952
20067,45.412667,-74.024141,170003,6.968
20067,45.412720,-74.024256,170004,6.978
20067,45.412783,-74.024347,170005,6.988
20067,45.412845,-74.024424,170006,6.997
20067,45.412935,-74.024501,170007,7.009
20067,45.413222,-74.024669,170008,7.044
20067,45.413285,-74.024696,170009,7.051
20067,45.413321,-74.024747,170010,7.057
20067,45.413348,-74.024812,170011,7.063
20067,45.413348,-74.024901,170012,7.070
20067,45.413143,-74.025574,170013,7.127
