stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_code,wheelchair_boarding
72100,rue Lucien-Manning / rue René-Émard,  45.385899, -73.964594,,72100,0
72101,Grand Boulevard / rue Lucien-Manning,  45.387597, -73.967885,,72101,0
72102,rue Lucien-Manning / Grand Boulevard,  45.387605, -73.967542,,72102,0
72103,Grand Boulevard / rue Lucien-Manning,  45.387745, -73.967667,,72103,0
72104,Grand Boulevard / rue Lucien-Manning,  45.387584, -73.967890,,72104,0
72105,rue Lucien-Manning / Grand Boulevard,  45.387502, -73.967653,,72105,0
72106,25e avenue / rue Boischâtel,  45.386133, -73.949106,,72106,0
72107,rue Boischâtel / 25e avenue,  45.386246, -73.949007,,72107,0
72108,25e avenue / rue des Ormes,  45.384174, -73.950056,,72108,0
72109,25e avenue / rue des Ormes,  45.384338, -73.950087,,72109,0
72110,rue des Lilas / rue des Peupliers,  45.381848, -73.949194,,72110,0
72111,rue des Lilas / rue des Peupliers,  45.381880, -73.949440,,72111,0
72112,rue des Rosiers / rue des Lilas,  45.380933, -73.948074,,72112,0
72113,rue des Rosiers / rue des Lilas,  45.380991, -73.948176,,72113,0
72114,rue du Boisé / avenue du Parc,  45.389787, -73.955746,,72114,0
72115,boul. Don-Quichotte / rue Provence,  45.379638, -73.945992,,72115,0
72116,boul. Don-Quichotte / rue Provence,  45.379417, -73.946045,,72116,0
72117,8e avenue / 7e avenue,  45.398607, -73.951376,,72117,0
72118,7e avenue / 8e avenue,  45.398687, -73.951484,,72118,0
72119,5e avenue / montée Sagala,  45.399299, -73.953146,,72119,0
72120,montée Sagala / 5e avenue,  45.399376, -73.952982,,72120,0
72121,Grand Boulevard / 1re avenue,  45.397799, -73.959275,,72121,0
72122,1re avenue / Grand Boulevard,  45.397650, -73.959595,,72122,0
72123,5e avenue / face au 97,  45.397297, -73.955442,,72123,0
72124,5e avenue / face au 97,  45.397426, -73.955495,,72124,0
72125,boul. du Domaine / rue Trenet,  45.391419, -73.898400,,72125,0
72126,rue Trenet / boul. du Domaine,  45.393703, -73.898784,,72126,0
72127,rue Alexie Trottier / boul. du Domaine,  45.394000, -73.900209,,72127,0
72128,rue Alexis Trottier / rue Étienne Trudeau,  45.391315, -73.899603,,72128,0
72129,boul. Perrot / 63e avenue,  45.388856, -73.910145,,72129,0
72130,boul. Perrot / 63e avenue,  45.388751, -73.910922,,72130,0
72131,boul. Perrot / face au 1659,  45.372821, -73.887943,,72131,0
72132,boul. Perrot / face au 1659,  45.372754, -73.888125,,72132,0
72133,boul. Caza / prom. St-Louis,  45.368836, -73.878162,,72133,0
72134,prom. St-Louis / boul. Caza,  45.368890, -73.878329,,72134,0
72135,boul. Caza / rue Carrière,  45.367785, -73.875810,,72135,0
72136,boul. Caza / rue Carrière,  45.367725, -73.876097,,72136,0
72137,boul. Caza / rue Aumais,  45.365985, -73.874749,,72137,0
72138,rue Aumais / boul. Caza,  45.365858, -73.874724,,72138,0
72139,boul. Caza / rue Émile-Nelligan,  45.363336, -73.874553,,72139,0
72140,boul. Caza / rue Émile-Nelligan,  45.363443, -73.874658,,72140,0
72141,boul. Caza / rue Daoust,  45.361964, -73.875471,,72141,0
72142,boul. Caza / rue Daoust,  45.362134, -73.875501,,72142,0
72143,boul. Caza / boul. Perrot,  45.360513, -73.877413,,72143,0
72144,boul. Caza / boul. Perrot,  45.360695, -73.877473,,72144,0
72145,boul. Perrot / rue Alfred-Pellan,  45.358050, -73.879256,,72145,0
72146,boul. Perrot / rue Alfred-Pellan,  45.357955, -73.879130,,72146,0
72147,boul. Perrot / face au Parc des Fauvettes,  45.355808, -73.886141,,72147,0
72148,boul. Perrot / face au Parc des Fauvettes,  45.355749, -73.885645,,72148,0
72149,boul. Perrot / face au 2180,  45.353136, -73.897301,,72149,0
72150,boul. Perrot / face au 2180,  45.353033, -73.897349,,72150,0
72151,boul. Perrot / rue Marie-Marthe-Daoust,  45.354600, -73.892460,,72151,0
72152,boul. Perrot / rue Marie-Marthe-Daoust,  45.354408, -73.892550,,72152,0
72153,boul. Don-Quichotte / rue Perrier,  45.378292, -73.931676,,72153,0
72154,boul. Don-Quichotte / rue Perrier,  45.378240, -73.931838,,72154,0
72155,boul. Perrot / face au 1473,  45.384616, -73.899479,,72155,0
72156,boul. Perrot / face au 1473,  45.384688, -73.899758,,72156,0
72157,avenue Forest / rue du Pinacle,  45.381000, -73.957393,,72157,0
72158,avenue Forest / rue du Pinacle,  45.381084, -73.957147,,72158,0
72159,rue Perrier / rue Pascal,  45.383627, -73.928102,,72159,0
72160,rue Perrier / rue Pascal,  45.383797, -73.928134,,72160,0
72161,rue Forest / rue Huot,  45.381446, -73.953893,,72161,0
72162,rue Forest / rue Huot,  45.381610, -73.953854,,72162,0
72163,rue de la Rivelaine / boul. Perrot,  45.389846, -73.930546,,72163,0
72164,boul. Perrot / rue de la Rivelaine,  45.389957, -73.930390,,72164,0
72165,boul. Perrot / rue de la Rivelaine,  45.389922, -73.930747,,72165,0
72166,rue de la Rivelaine / rue des Roseaux,  45.388158, -73.931383,,72166,0
72167,rue de la Rivelaine / rue des Roseaux,  45.388309, -73.931385,,72167,0
72168,rue de la Rhapsodie / rue Lucille-Teasdale,  45.386994, -73.933272,,72168,0
72169,rue de la Rivelaine / rue de la Reine-des-Prés,  45.387147, -73.933173,,72169,0
72170,rue de la Rivelaine / rue de la Rhapsodie,  45.385573, -73.934420,,72170,0
72171,rue de la Rivelaine / rue de la Rhapsodie,  45.385746, -73.934458,,72171,0
72172,rue Alexie Trottier / rue de la Passe,  45.392661, -73.899825,,72172,0
72173,boul. Don-Quichotte / rue Alfred-Laliberté,  45.365559, -73.871704,,72173,0
72174,boul. Don-Quichotte / rue Alfred-Laliberté,  45.365401, -73.871764,,72174,0
72175,rue Jordi-Bonet / boul. Don-Quichotte,  45.366787, -73.868366,,72175,0
72176,boul. Don-Quichotte / rue Jordi-Bonet,  45.366667, -73.868261,,72176,0
72177,rue Jordi-Bonet / rue Pauline-Julien,  45.368769, -73.870564,,72177,0
72178,rue Jordi-Bonet / rue Pauline-Julien,  45.368802, -73.870829,,72178,0
72179,rue Jordi-Bonet / prom. St-Louis,  45.370811, -73.872477,,72179,0
72180,prom. St-Louis / rue Jordi-Bonet,  45.370785, -73.872673,,72180,0
72181,boul. Don-Quichotte / rue de la Rivelaine,  45.378880, -73.937982,,72181,0
72182,boul. Don-Quichotte / rue de la Rivelaine,  45.378775, -73.938202,,72182,0
72183,prom. St-Louis / rue Kay,  45.370556, -73.874689,,72183,0
72184,prom. St-Louis / rue Kay,  45.370640, -73.874706,,72184,0
72185,rue Aumais / boul. Perrot,  45.365385, -73.878740,,72185,0
72186,rue Aumais / boul. Perrot,  45.365279, -73.878540,,72186,0
72187,boul. Don-Quichotte / rue Rouleau,  45.378908, -73.941883,,72187,0
72188,boul. Don-Quichotte / rue Rouleau,  45.378830, -73.941875,,72188,0
72189,boul. Don-Quichotte / 22e avenue,  45.384427, -73.954960,,72189,0
72190,boul. Don-Quichotte / 22e avenue,  45.384162, -73.955048,,72190,0
72191,boul. Perrot / rue de l'Église,  45.350923, -73.902599,,72191,0
72192,boul. Perrot / rue de l'Église,  45.350844, -73.902664,,72192,0
72193,boul. St-Joseph / boul. Virginie-Roy,  45.383659, -73.924983,,72193,0
72194,boul. St-Joseph / boul. Virginie-Roy,  45.383935, -73.925025,,72194,0
72195,rue Perrier / rue Picasso,  45.382228, -73.928771,,72195,0
72196,rue Perrier / rue Picasso,  45.382371, -73.928802,,72196,0
72197,rue Perrier / rue Pothier,  45.381161, -73.929367,,72197,0
72198,rue Perrier / rue Pothier,  45.381342, -73.929342,,72198,0
72199,rue Perrier / rue Michel-McNabb,  45.380434, -73.930642,,72199,0
72200,rue Michel-McNabb / rue Perrier,  45.380376, -73.930774,,72200,0
72201,rue Michel-McNabb / rue Jean-Paul-Lemieux,  45.381174, -73.931640,,72201,0
72202,rue Michel-McNabb / rue Jean-Paul-Lemieux,  45.381256, -73.931890,,72202,0
72203,rue Estelle-Mauffette / rue Léo-Ayotte,  45.379308, -73.933865,,72203,0
72204,rue Estelle-Mauffette / rue Léo-Ayotte,  45.379417, -73.933738,,72204,0
72205,rue de la Rivelaine / rue Francois-Rapin,  45.381992, -73.936530,,72205,0
72206,rue Francois-Rapin / rue de la Rivelaine,  45.381973, -73.936695,,72206,0
72207,rue de la Rivelaine / rue Marie-Rollet,  45.383623, -73.935367,,72207,0
72208,rue de la Rivelaine / rue Marie-Rollet,  45.383803, -73.935414,,72208,0
72209,boul. Perrot / 144e avenue,  45.351761, -73.906383,,72209,0
72210,boul. Perrot / 144e avenue,  45.351731, -73.906522,,72210,0
72211,rue de la Rivelaine / boul. Virginie-Roy,  45.384826, -73.934817,,72211,0
72212,boul. Virginie-Roy / rue de la Rivelaine,  45.384912, -73.934953,,72212,0
72213,boul. Virginie-Roy / rue Rémillard,  45.385710, -73.937404,,72213,0
72214,boul. Virginie-Roy / rue Rémillard,  45.385561, -73.937677,,72214,0
72215,boul. Virginie-Roy / rue Rhéaume,  45.386459, -73.940523,,72215,0
72216,boul. Virginie-Roy / rue Rhéaume,  45.386319, -73.940875,,72216,0
72217,boul. Don-Quichotte / rue Forest,  45.382989, -73.952973,,72217,0
72218,boul. Perrot / rue Robillard,  45.391156, -73.937054,,72218,0
72219,boul. Perrot / 40e avenue,  45.390303, -73.934441,,72219,0
72220,boul. Perrot / rue Renaud,  45.390369, -73.935222,,72220,0
72221,boul. Perrot / rue Jean-Paul-Lemieux,  45.389607, -73.928702,,72221,0
72222,boul. Perrot / rue Jean-Paul-Lemieux,  45.389436, -73.929041,,72222,0
72223,boul. Perrot / rue Pasteur,  45.389200, -73.926770,,72223,0
72224,boul. Perrot / rue Pasteur,  45.389090, -73.926601,,72224,0
72225,boul. Perrot / 53e avenue,  45.388481, -73.920031,,72225,0
72226,boul. Perrot / 53e avenue,  45.388456, -73.920304,,72226,0
72227,boul. Perrot / 60e avenue,  45.388991, -73.912472,,72227,0
72228,boul. Perrot / 60e avenue,  45.388809, -73.912585,,72228,0
72229,boul. Perrot / 56e avenue,  45.388166, -73.917535,,72229,0
72230,boul. Perrot / 56e avenue,  45.388000, -73.917871,,72230,0
72231,boul. Perrot / face au 1334,  45.388937, -73.907849,,72231,0
72232,boul. Perrot / face au 1334,  45.388855, -73.907965,,72232,0
72233,boul. du Domaine / boul. Perrot,  45.389178, -73.902283,,72233,0
72234,boul. du Domaine / boul. Perrot,  45.389255, -73.902351,,72234,0
72235,boul. du Domaine / boul. Perrot,  45.389246, -73.902376,,72235,0
72236,boul. du Domaine / boul. Perrot,  45.389187, -73.902281,,72236,0
72237,boul. Perrot / 146e avenue,  45.352749, -73.909020,,72237,0
72238,boul. Perrot / 146e avenue,  45.352678, -73.909045,,72238,0
72239,boul. Perrot / 100e avenue,  45.370106, -73.883460,,72239,0
72240,boul. Perrot / 100e avenue,  45.369922, -73.883383,,72240,0
72241,boul. Perrot / 87e avenue,  45.376197, -73.892283,,72241,0
72242,boul. Perrot / 87e avenue,  45.376121, -73.892427,,72242,0
72243,boul. Perrot / 81e avenue,  45.380144, -73.896153,,72243,0
72244,boul. Perrot / 81e avenue,  45.380086, -73.896302,,72244,0
72245,boul. Don-Quichotte / crois. Iberville,  45.377843, -73.929604,,72245,0
72246,boul. Don-Quichotte / crois. Iberville,  45.377707, -73.929686,,72246,0
72247,boul. Perrot / 150e avenue,  45.353834, -73.912725,,72247,0
72248,boul. Perrot / 150e avenue,  45.353788, -73.912872,,72248,0
72249,rue Antoine-de-La-Fresnaye / boul. Virginie-Roy,  45.383194, -73.922911,,72249,0
72250,rue Antoine-de-La-Fresnaye / boul. Virginie-Roy,  45.383148, -73.923045,,72250,0
72251,rue Francoise-Cuillerier / rue Charles-Lemoyne,  45.382061, -73.924935,,72251,0
72252,rue Francoise-Cuillerier / rue Charles-Lemoyne,  45.382329, -73.925081,,72252,0
72253,rue Francoise-Cuillerier / rue Hubert-Leduc,  45.379085, -73.926526,,72253,0
72254,rue Hubert-Leduc / rue Francoise-Cuillerier,  45.378986, -73.926597,,72254,0
72255,boul. Virginie Roy / rue Jean-Paul-Lemieux,  45.385026, -73.929675,,72255,0
72256,boul. Virginie Roy / rue Jean-Paul-Lemieux,  45.384870, -73.930004,,72256,0
72257,rue Rouleau / rue Rester,  45.380682, -73.940895,,72257,0
72258,rue Rouleau / rue Rester,  45.380831, -73.940975,,72258,0
72259,rue Rouleau / rue Francois-Rapin,  45.382817, -73.939896,,72259,0
72260,rue Francois-Rapin / rue Rouleau,  45.382931, -73.939784,,72260,0
72261,rue Roger-Maillet / rue Lucien-Thériaut,  45.387057, -73.921562,,72261,0
72262,rue Roger-Maillet / rue Lucien-Thériaut,  45.387234, -73.921594,,72262,0
72263,boul. St-Joseph / boul. Perrot,  45.388963, -73.922486,,72263,0
72264,boul. Perrot / boul. St-Joseph,  45.389045, -73.922468,,72264,0
72265,rue Lucien-Thériaut / rue Sylvio-Leduc,  45.384894, -73.923600,,72265,0
72266,rue Sylvio-Leduc / rue Lucien-Thériaut,  45.385007, -73.923510,,72266,0
72267,rue Antoine-de-La-Fresnaye / rue Lucien-Thériaut,  45.383916, -73.922505,,72267,0
72268,rue Lucien-Thériaut / rue Antoine-de-La-Fresnaye,  45.383995, -73.922618,,72268,0
72269,rue Pasteur / boul. Virginie-Roy,  45.384369, -73.926752,,72269,0
72270,rue Pasteur / boul. Virginie-Roy,  45.384587, -73.926505,,72270,0
72271,rue Pasteur / rue Parmentier,  45.386033, -73.926005,,72271,0
72272,rue Pasteur / rue Parmentier,  45.386110, -73.926189,,72272,0
72273,rue Pasteur / rue Ponsard,  45.387109, -73.926994,,72273,0
72274,rue Pasteur / rue Ponsard,  45.387146, -73.927242,,72274,0
72275,rue Pasteur / rue Paré,  45.388324, -73.926987,,72275,0
