route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,trip_short_name
21,SO-H19-SO_GTFS-Semaine-03,3539839-SO-H19-SO_GTFS-Semaine-03,Direction Châteauguay,1,210018,1
21,SO-H19-SO_GTFS-Semaine-03,3539840-SO-H19-SO_GTFS-Semaine-03,Direction Châteauguay,1,210018,3
21,SO-H19-SO_GTFS-Semaine-03,3539841-SO-H19-SO_GTFS-Semaine-03,Direction Châteauguay,1,210018,5
21,SO-H19-SO_GTFS-Semaine-03,3539842-SO-H19-SO_GTFS-Semaine-03,Direction Châteauguay,1,210018,7
21,SO-H19-SO_GTFS-Semaine-03,3539843-SO-H19-SO_GTFS-Semaine-03,Direction Châteauguay,1,210018,9
21,SO-H19-SO_GTFS-Semaine-03,3539844-SO-H19-SO_GTFS-Semaine-03,Direction Châteauguay,1,210018,11
20,SO-H19-SO_GTFS-Samedi-01,3539845-SO-H19-SO_GTFS-Samedi-01,Direction Est - rue Francois-Branchaud,0,200047,2
20,SO-H19-SO_GTFS-Dimanche-01,3539845-SO-H19-SO_GTFS-Dimanche-01,Direction Est - rue Francois-Branchaud,0,200047,2
20,SO-H19-SO_GTFS-Samedi-01,3539846-SO-H19-SO_GTFS-Samedi-01,Direction Est - rue Francois-Branchaud,0,200047,4
20,SO-H19-SO_GTFS-Dimanche-01,3539846-SO-H19-SO_GTFS-Dimanche-01,Direction Est - rue Francois-Branchaud,0,200047,4
20,SO-H19-SO_GTFS-Samedi-01,3539847-SO-H19-SO_GTFS-Samedi-01,Direction Est - rue Francois-Branchaud,0,200047,6
20,SO-H19-SO_GTFS-Dimanche-01,3539847-SO-H19-SO_GTFS-Dimanche-01,Direction Est - rue Francois-Branchaud,0,200047,6
20,SO-H19-SO_GTFS-Samedi-01,3539848-SO-H19-SO_GTFS-Samedi-01,Direction Est - rue Francois-Branchaud,0,200047,8
